label,dice,jaccard,precision,recall,fpr,fnr,vs,hd,msd,mdsd,stdsd,hd95,filename
4,0.9139639474935098,0.8415594909433708,0.8775452885830641,0.9535362783245594,0.0002849567818270773,0.046463721675440606,0.08300120662547077,6.4031243324279785,0.629983167133073,0.0,1.0095106632202255,2.8284270763397217,/Users/jianghaocheng/Documents/predict/predictTs/amos_7236.nii.gz
5,0.9823121460838582,0.9652391372303845,0.9789797406550205,0.9856673157340313,3.609406079579075e-05,0.014332684265968653,0.006807914996500604,1.4142135381698608,0.10232935740584197,0.0,0.30317831916825405,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7236.nii.gz
6,0.9515637716544588,0.9076029098651526,0.9316546762589928,0.9723423466235803,8.166948755579547e-05,0.027657653376419712,0.042739216370189514,10.0,0.2978431163140577,0.0,0.8950260792320365,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7236.nii.gz
7,0.8149568552253116,0.6877022653721683,0.9770114942528736,0.6990131578947368,1.0870283601351046e-06,0.30098684210526316,-0.3317353787152445,3.0,0.28989942845689703,0.0,0.532575013668155,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7236.nii.gz
8,0.8696,0.7692852087756546,0.9560246262093228,0.797505502567865,2.717592612974537e-06,0.202494497432135,-0.1808,6.0,0.24681001299700864,0.0,0.5410840914134559,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7236.nii.gz
4,0.9145804676753783,0.8426054999366367,0.8914063547392412,0.938991667843525,0.0002647417291905647,0.061008332156475074,0.051994497936726274,7.280109882354736,0.6385544906624545,0.0,0.97970504708711,2.4494898319244385,/Users/jianghaocheng/Documents/predict/predictTs/amos_7237.nii.gz
5,0.9814382640681266,0.963553046856033,0.9795458752390942,0.9833379788782558,3.609595120480717e-05,0.016662021121744246,0.003863808478741326,1.4142135381698608,0.10819096923302522,0.0,0.31066782697488693,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7237.nii.gz
6,0.9345068724379069,0.8770651337527724,0.9261100224633179,0.9430573806395094,8.411566981890049e-05,0.05694261936049058,0.01813359054738365,6.0,0.3478523370958867,0.0,0.7342693493591285,1.4142135381698608,/Users/jianghaocheng/Documents/predict/predictTs/amos_7237.nii.gz
7,0.7611749680715197,0.6144329896907217,0.9297971918876755,0.6443243243243243,2.445775127282214e-06,0.35567567567567565,-0.36270753512132825,9.165151596069336,0.6174578187735636,0.0,1.413509516994905,4.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7237.nii.gz
8,0.8552425665101722,0.747095010252905,0.9596136962247586,0.771347918136909,2.50019254200174e-06,0.22865208186309105,-0.21752738654147105,4.123105525970459,0.27245453687383847,0.0,0.5352581277367204,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7237.nii.gz
4,0.9450249622663416,0.8957794530347218,0.949102145522388,0.9409826589595376,0.0001461552627613802,0.059017341040462426,-0.008591663764077558,5.794663429260254,0.35156621650493275,0.0,0.7564429002138167,1.9445436000823975,/Users/jianghaocheng/Documents/predict/predictTs/amos_7240.nii.gz
5,0.9584018981286595,0.9201263869498126,0.9801189730745147,0.9376263571695994,4.249591562385761e-05,0.0623736428304006,-0.04431518120240328,3.0745935440063477,0.2523022442503803,0.0,0.5502291730132505,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7240.nii.gz
6,0.9102148601608451,0.8352241436281529,0.8818467263635307,0.9404688081359296,0.00016983329424604464,0.059531191864070444,0.06433801464410034,9.0,0.5218530675325119,0.0,1.1610473033321527,1.9445436000823975,/Users/jianghaocheng/Documents/predict/predictTs/amos_7240.nii.gz
7,0.555858310626703,0.3849056603773585,0.9272727272727272,0.3968871595330739,1.3355273822344475e-06,0.603112840466926,-0.8010899182561307,6.3072381019592285,1.3580163934956426,1.375,1.6373537571320436,4.337647342681885,/Users/jianghaocheng/Documents/predict/predictTs/amos_7240.nii.gz
8,0.8506493506493507,0.7401129943502824,0.9831144465290806,0.7496423462088698,1.502579177157591e-06,0.2503576537911302,-0.2694805194805195,6.841966152191162,0.35749061041522895,0.0,0.8742122999274019,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7240.nii.gz
4,0.9500462534690102,0.9048458149779736,0.9324763452164772,0.9682909884874951,0.00023667358541889716,0.031709011512504964,0.03768440527776425,4.772970676422119,0.32246641323511765,0.0,0.6853126301388466,1.3125,/Users/jianghaocheng/Documents/predict/predictTs/amos_7244.nii.gz
5,0.9798236331569665,0.9604453357305857,0.9892450142450142,0.9705800139762404,2.5267357084648994e-05,0.029419986023759608,-0.01904761904761905,1.856155276298523,0.11588411341417387,0.0,0.3727387017576036,1.3125,/Users/jianghaocheng/Documents/predict/predictTs/amos_7244.nii.gz
6,0.9240481614057924,0.8588192596177111,0.9067569293651807,0.9420116772823779,0.00012201514191196725,0.05798832271762208,0.038138626749105106,6.0,0.3887726634119186,0.0,0.8283302637961545,1.856155276298523,/Users/jianghaocheng/Documents/predict/predictTs/amos_7244.nii.gz
7,0.611439842209073,0.4403409090909091,0.7598039215686274,0.5115511551155115,8.180168034006795e-06,0.4884488448844885,-0.3905325443786982,9.823639869689941,1.3721421064203803,0.0,2.029332443576419,6.0496570110320995,/Users/jianghaocheng/Documents/predict/predictTs/amos_7244.nii.gz
8,0.9203805708562844,0.852504638218924,0.8811121764141898,0.9633123689727463,2.0703083390350294e-05,0.03668763102725367,0.08913370055082624,4.150489330291748,0.17617930315689428,0.0,0.5080347122696329,1.3125,/Users/jianghaocheng/Documents/predict/predictTs/amos_7244.nii.gz
4,0.9547267511020923,0.9133752845093052,0.958617297828989,0.9508676562826678,9.856006918280985e-05,0.049132343717332216,-0.00811699671121685,10.081697463989258,0.2701389587259216,0.0,0.7412796934925765,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7261.nii.gz
5,0.9805308109100928,0.9618052427709215,0.9776577236516802,0.9834208344846642,4.080579402138257e-05,0.01657916551533573,0.0058774910460097345,1.375,0.11761179881788782,0.0,0.38455648239682094,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7261.nii.gz
6,0.9562001912655403,0.9160762277058392,0.9686127615603203,0.9441017247891225,4.0618762491732076e-05,0.0558982752108775,-0.02562958240357029,4.9117207527160645,0.21761640029132073,0.0,0.5615995286332586,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7261.nii.gz
7,0.8063943161634103,0.6755952380952381,0.8798449612403101,0.7442622950819672,5.1752100759670756e-06,0.25573770491803277,-0.1669626998223801,6.15553617477417,0.4168088614304295,0.0,0.9778788312919492,3.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7261.nii.gz
8,0.8491879350348028,0.7379032258064516,0.991869918699187,0.742393509127789,5.008425005596915e-07,0.25760649087221094,-0.2877030162412993,4.069705009460449,0.32767458437046326,0.0,0.7451878740862343,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7261.nii.gz
4,0.8939480216493535,0.8082332830166046,0.8394941230219711,0.9559562518474727,0.00046184840287784914,0.044043748152527346,0.12973026763156295,7.4628801345825195,0.4866194163589309,0.0,1.1814277636942712,3.125,/Users/jianghaocheng/Documents/predict/predictTs/amos_7264.nii.gz
5,0.9620217932838833,0.9268227281259217,0.9746221520415069,0.9497430824609128,5.376079778156665e-05,0.05025691753908719,-0.025856910252306665,5.255321979522705,0.17102473998038017,0.0,0.5308470059359736,0.873464047908783,/Users/jianghaocheng/Documents/predict/predictTs/amos_7264.nii.gz
6,0.8725178043045352,0.7738639311872593,0.8083048444926207,0.9478135464789421,0.00027439671289686333,0.052186453521057906,0.15888302600047252,13.622628211975098,0.7549775172190201,0.0,1.8559765498667042,4.572148323059082,/Users/jianghaocheng/Documents/predict/predictTs/amos_7264.nii.gz
7,0.6301856335754641,0.46005185010605704,0.8876762164620282,0.48848848848848847,7.362050376931018e-06,0.5115115115115115,-0.5801452784503632,10.713319778442383,1.5061588489989701,0.0,2.579017597941712,6.8914132118225115,/Users/jianghaocheng/Documents/predict/predictTs/amos_7264.nii.gz
8,0.8673211363974416,0.765725541694025,0.8639798488664987,0.870688367925937,2.7363993426083758e-05,0.12931163207406302,0.007734642272794883,7.098106861114502,0.21598567682521974,0.0,0.7955910867258644,1.171875,/Users/jianghaocheng/Documents/predict/predictTs/amos_7264.nii.gz
4,0.7834080717488789,0.6439366015481017,0.7112226896458136,0.8719015138911995,0.0006940664170680326,0.12809848610880054,0.20298953662182362,40.66708755493164,3.7198168448524336,0.0,9.299856134919072,31.39967918395996,/Users/jianghaocheng/Documents/predict/predictTs/amos_7296.nii.gz
5,0.9017641597028784,0.8211024687182956,0.8379637618636756,0.9760804020100502,0.00030615987805772697,0.023919597989949748,0.1522748375116063,51.659000396728516,2.6800558413562316,0.0,8.948924733721027,30.052038192749023,/Users/jianghaocheng/Documents/predict/predictTs/amos_7296.nii.gz
6,0.5461352125082581,0.37564374431990305,0.7598039215686274,0.42626332072877277,0.0002556925844584568,0.5737366792712272,-0.5624311825589078,32.62001037597656,3.9038554339856697,1.7677669525146484,5.853157120924542,15.805991172790527,/Users/jianghaocheng/Documents/predict/predictTs/amos_7296.nii.gz
7,0.6026785714285714,0.43130990415335463,0.8181818181818182,0.47703180212014135,9.766524715655772e-06,0.5229681978798587,-0.5267857142857143,9.99512004852295,1.4424774122879644,0.0,2.4238327951943117,7.8995208740234375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7296.nii.gz
8,0.7695749440715883,0.6254545454545455,0.7166666666666667,0.8309178743961353,2.2136908313808905e-05,0.16908212560386474,0.1476510067114094,20.307693481445312,1.4381827640748723,0.0,3.8994014915942787,11.781692600250242,/Users/jianghaocheng/Documents/predict/predictTs/amos_7296.nii.gz
4,0.8724846066526779,0.7738117029715053,0.8533746046699414,0.8924700914848698,0.00041674077729135706,0.1075299085151302,0.0447869010353961,8.692635536193848,0.9148348264940867,0.0,1.36895061973665,3.2754902839660645,/Users/jianghaocheng/Documents/predict/predictTs/amos_7324.nii.gz
5,0.9844145873320538,0.969307529482915,0.9875991681429561,0.9812504783041249,3.078503954156678e-05,0.018749521695875106,-0.006449136276391555,2.0716018676757812,0.10456127917613285,0.0,0.37779649182547526,1.46484375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7324.nii.gz
6,0.8832933104631218,0.7909805849102973,0.8735242230967567,0.8932833749653067,0.00017800955521676866,0.10671662503469331,0.02236706689536878,7.876543998718262,0.6072433544051545,0.0,1.0608339979209087,2.5,/Users/jianghaocheng/Documents/predict/predictTs/amos_7324.nii.gz
7,0.2943722943722944,0.17258883248730963,0.25092250922509224,0.35602094240837695,3.8720587851005465e-05,0.643979057591623,0.3463203463203463,16.377450942993164,4.698041402416312,3.2467730045318604,4.575175814018499,13.096217679977416,/Users/jianghaocheng/Documents/predict/predictTs/amos_7324.nii.gz
8,0.5134228187919463,0.345372460496614,0.6194331983805668,0.4383954154727794,1.793027070321568e-05,0.5616045845272206,-0.3422818791946309,7.32421875,1.490173808689224,1.46484375,1.5203716867609007,4.120538234710693,/Users/jianghaocheng/Documents/predict/predictTs/amos_7324.nii.gz
4,0.8826464847346518,0.7899438026335306,0.9118978768739061,0.8552133885241222,0.00013824547476678277,0.14478661147587782,-0.06415497366773469,6.765029430389404,0.5401004730024364,0.0,1.1695505855412964,2.9749114513397217,/Users/jianghaocheng/Documents/predict/predictTs/amos_7362.nii.gz
5,0.9666935700834006,0.9355342636950635,0.9678913910138993,0.9654987102321582,4.4467109738141845e-05,0.03450128976784179,-0.002475114339521119,1.171875,0.07890328767256281,0.0,0.17380618835394707,0.390625,/Users/jianghaocheng/Documents/predict/predictTs/amos_7362.nii.gz
6,0.9307625112357417,0.8704918420990315,0.9337058674117348,0.927837653651026,7.787601261567535e-05,0.07216234634897398,-0.006304675334540252,8.202469825744629,0.22813845451432044,0.0,0.5406033749857325,1.1048543453216553,/Users/jianghaocheng/Documents/predict/predictTs/amos_7362.nii.gz
7,0.6443609022556391,0.4753189129229063,0.8983228511530398,0.5023446658851114,2.890972256620818e-06,0.4976553341148886,-0.5654135338345865,6.488722324371338,1.42875539253374,0.0,2.2828422078993036,6.012701988220215,/Users/jianghaocheng/Documents/predict/predictTs/amos_7362.nii.gz
8,0.7971887550200804,0.662771285475793,0.8680758017492711,0.7370049504950495,5.394480153320067e-06,0.2629950495049505,-0.16331994645247658,4.768185615539551,0.25666036531960074,0.0,0.6246486024863429,1.4084184169769287,/Users/jianghaocheng/Documents/predict/predictTs/amos_7362.nii.gz
4,0.8992893546766205,0.8170079561758185,0.8651933701657458,0.9361829322971156,0.0003265842599102094,0.06381706770288448,0.07881702677481875,7.501041412353516,0.70671649266099,0.0,1.174340140660043,3.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7384.nii.gz
5,0.9817630950300064,0.9641794460975052,0.9745517640254482,0.9890819441183376,3.677772313128209e-05,0.010918055881662362,0.014799277515585853,1.375,0.09472789115646259,0.0,0.34824915933449924,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7384.nii.gz
6,0.9611816532780513,0.9252644182797845,0.9512720558063192,0.9712998847805593,7.94201094726789e-05,0.028700115219440662,0.020834413060378337,4.29571008682251,0.2043297686413867,0.0,0.5481699074696696,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7384.nii.gz
7,0.6971935007385525,0.5351473922902494,0.7946127946127947,0.6210526315789474,1.0183605396976972e-05,0.37894736842105264,-0.24519940915805022,10.010150909423828,1.0540971358014166,0.0,2.0717141309420435,6.15553617477417,/Users/jianghaocheng/Documents/predict/predictTs/amos_7384.nii.gz
8,0.8700729927007299,0.7700258397932817,0.9675324675324676,0.7904509283819628,1.669442671589074e-06,0.20954907161803712,-0.20145985401459854,3.0,0.21764803249691578,0.0,0.555756677610026,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7384.nii.gz
4,0.8158379572267414,0.6889580376314736,0.8316620720710826,0.8006047726287521,0.00045807137634892636,0.19939522737124793,-0.03805419382642892,23.933551788330078,1.2424827068668702,0.0,3.1299681155303376,8.212420463562012,/Users/jianghaocheng/Documents/predict/predictTs/amos_7387.nii.gz
5,0.977512152362738,0.9560134671737639,0.9783697559419365,0.976656050955414,6.0788580306317066e-05,0.023343949044585987,-0.0017531277392620927,1.746928095817566,0.06035280252558329,0.0,0.1729317878316108,0.390625,/Users/jianghaocheng/Documents/predict/predictTs/amos_7387.nii.gz
6,0.8899459007396179,0.8017139897348966,0.8503645989411647,0.9333918096595581,0.00017876988300298796,0.06660819034044187,0.09309254371063429,11.725258827209473,0.6234969426170924,0.0,1.542324532381292,4.703747749328613,/Users/jianghaocheng/Documents/predict/predictTs/amos_7387.nii.gz
7,0.8380223073081405,0.7212034383954155,0.8584583901773534,0.8185365853658536,1.2369097321458563e-05,0.18146341463414634,-0.04761112035958049,7.140971660614014,0.31028779417224006,0.0,1.1507460459255754,1.1048543453216553,/Users/jianghaocheng/Documents/predict/predictTs/amos_7387.nii.gz
8,0.7803946530872056,0.639874739039666,0.8707386363636364,0.707035755478662,8.136664732246655e-06,0.29296424452133796,-0.207511139401655,13.58096981048584,0.9460189655708372,0.0,2.6637257215873564,6.800586557388302,/Users/jianghaocheng/Documents/predict/predictTs/amos_7387.nii.gz
4,0.867701940620335,0.766319374507901,0.8818162663295407,0.8540323238919272,0.00030565098482937926,0.14596767610807282,-0.032011942278984906,15.42724895477295,1.1642636544906326,0.0,2.1122357564749743,5.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7398.nii.gz
5,0.9884375475429789,0.9771394194615731,0.9863928795096123,0.990490709861839,3.907884033405051e-05,0.00950929013816103,0.004145747755971398,1.4142135381698608,0.0795390663555546,0.0,0.27092157839609426,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7398.nii.gz
6,0.8938400358168076,0.8080567592019428,0.8613338747335296,0.9288959439487656,0.00014862582854683273,0.07110405605123434,0.07547865476284533,14.899664878845215,0.5933959250018438,0.0,1.2398426534514722,2.2360680103302,/Users/jianghaocheng/Documents/predict/predictTs/amos_7398.nii.gz
7,0.8410689170182841,0.7257281553398058,0.9795249795249795,0.7369069624152803,1.3588155085636087e-06,0.26309303758471964,-0.28270042194092826,6.0,0.303927474135307,0.0,0.6709331302888356,2.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7398.nii.gz
8,0.8882331243083733,0.7989382879893829,0.9247311827956989,0.8545067423704755,5.326494838653677e-06,0.14549325762952448,-0.07893766137956473,4.242640495300293,0.25854127067581845,0.0,0.6553211684652046,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7398.nii.gz
4,0.7827598547983026,0.6430611559139785,0.7938400912579073,0.7719846712384025,0.0006657701701665689,0.2280153287615974,-0.02791553760417199,48.62522506713867,4.369307091143157,0.0,10.191982864483187,32.67312717437743,/Users/jianghaocheng/Documents/predict/predictTs/amos_7438.nii.gz
5,0.9820676433674651,0.9647670957393324,0.9799779514282935,0.9841662664137611,5.906236557782207e-05,0.015833733586238897,0.0042647733780660675,1.0986328125,0.060344008834755485,0.0,0.148897315432905,0.3662109375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7438.nii.gz
6,0.8116916553081932,0.6830648450244698,0.7183551655735654,0.932904753063498,0.00037613408244477223,0.06709524693650204,0.2598616790347822,12.0,1.5262048974876126,0.3662109375,2.2582872642334264,6.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7438.nii.gz
7,0.8138974134151687,0.6861947883940122,0.9697048837816662,0.7012275731822474,2.766004705307832e-06,0.2987724268177526,-0.32135028496273566,5.685122489929199,0.28047961544290007,0.0,0.7208226842911987,1.5099263191223145,/Users/jianghaocheng/Documents/predict/predictTs/amos_7438.nii.gz
8,0.8417079499882048,0.7266802443991853,0.8874150223843476,0.8004786120251272,1.619120250654122e-05,0.19952138797487287,-0.103011716599827,7.798104286193848,0.513027546803581,0.0,1.4467418410270136,4.913235187530518,/Users/jianghaocheng/Documents/predict/predictTs/amos_7438.nii.gz
4,0.921419185282523,0.8542884990253411,0.898974358974359,0.9450134770889488,0.00025960994499996706,0.05498652291105121,0.04993429697766097,5.669270038604736,0.47781126037484883,0.0,0.8815901534983687,2.75,/Users/jianghaocheng/Documents/predict/predictTs/amos_7458.nii.gz
5,0.9740421411775555,0.9493978069387021,0.9753462603878116,0.9727415047426098,5.024519466813802e-05,0.027258495257390183,-0.0026741666282447322,3.0745935440063477,0.15981403084984724,0.0,0.4609773563145773,1.375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7458.nii.gz
6,0.908269677847891,0.8319542467753711,0.8960681520314547,0.9208080808080809,0.00014913373610098967,0.07919191919191919,0.02723347725008303,5.282636642456055,0.4703719349349467,0.0,0.819337697693125,1.9445436000823975,/Users/jianghaocheng/Documents/predict/predictTs/amos_7458.nii.gz
7,0.8141025641025641,0.6864864864864865,0.7627627627627628,0.872852233676976,1.4837048824595846e-05,0.12714776632302405,0.1346153846153846,10.175030708312988,0.6366436875523231,0.0,1.6446880631622596,3.575087308883667,/Users/jianghaocheng/Documents/predict/predictTs/amos_7458.nii.gz
8,0.5472636815920398,0.3767123287671233,0.5670103092783505,0.5288461538461539,7.887774250398521e-06,0.47115384615384615,-0.06965174129353234,6.15553617477417,1.2198604315667603,0.0,1.7219139826722947,6.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7458.nii.gz
4,0.8392633712221341,0.7230437555035982,0.7662504826876045,0.9276559273832249,0.0003953341212803884,0.0723440726167751,0.19057185655123798,28.65309715270996,1.5779830623924147,0.0,4.106188121319984,10.392304420471191,/Users/jianghaocheng/Documents/predict/predictTs/amos_7492.nii.gz
5,0.9837526992228548,0.9680249073926778,0.9811355522284925,0.9863838458688403,4.461558039259096e-05,0.013616154131159689,0.005334934583540226,3.0,0.11925737312684405,0.0,0.3496319968838578,1.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7492.nii.gz
6,0.9273296971103633,0.8645057988575385,0.8974796711442563,0.9592336502448862,0.00012416227192799852,0.0407663497551138,0.0665196704189393,6.0,0.39280254314779656,0.0,0.7963035950414671,2.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7492.nii.gz
7,0.8565201598256448,0.7490470139771284,0.932753164556962,0.7918065815983881,4.619939080939757e-06,0.20819341840161182,-0.16345804576825282,4.4721360206604,0.3206520608214081,0.0,0.7362980365204944,2.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7492.nii.gz
8,0.806519770600664,0.6757713707637835,0.8391959798994975,0.7762928529924462,1.3914344923239831e-05,0.22370714700755376,-0.07787503773015395,6.164413928985596,0.5057708410845126,0.0,0.9013783298650799,2.2360680103302,/Users/jianghaocheng/Documents/predict/predictTs/amos_7492.nii.gz
4,0.8558894926866536,0.7480828881612959,0.9073783769660866,0.8099302688961962,0.000105784414109367,0.19006973110380374,-0.11348933495989058,15.858564376831055,0.518681366910736,0.0,1.3890957274294369,3.1493194103240967,/Users/jianghaocheng/Documents/predict/predictTs/amos_7562.nii.gz
5,0.8564431250037333,0.7489291907816384,0.9730701885358273,0.7647805585781646,5.929345039884708e-05,0.23521944142183532,-0.23970945756252576,31.26755142211914,1.5219053703422132,0.0,3.2999318957677,9.335791063308715,/Users/jianghaocheng/Documents/predict/predictTs/amos_7562.nii.gz
6,0.8737946572256196,0.7758750771622579,0.9029374201787995,0.846474271033399,0.00010884892530036619,0.153525728966601,-0.06455101383971677,10.706197738647461,0.6340222255808297,0.0,1.4202538081544784,3.493856191635132,/Users/jianghaocheng/Documents/predict/predictTs/amos_7562.nii.gz
7,0.6025641025641025,0.43119266055045874,0.6611957796014069,0.5534838076545633,8.613132738538401e-06,0.4465161923454367,-0.17735042735042736,8.629188537597656,1.5435755568373406,0.0,2.647116880129065,7.102939987182615,/Users/jianghaocheng/Documents/predict/predictTs/amos_7562.nii.gz
8,0.7475842564223427,0.5969138125705683,0.7759295499021527,0.7212369258753979,1.365035823398103e-05,0.2787630741246021,-0.07306151308036767,7.247030735015869,0.6707755552129365,0.0,1.7099532257133252,6.6999969482421875,/Users/jianghaocheng/Documents/predict/predictTs/amos_7562.nii.gz
4,0.9332663286235924,0.8748822256818779,0.9389305026342514,0.9276700839968613,0.00022450063565172517,0.07232991600313862,-0.012065161361288388,6.997854709625244,0.4558323047172134,0.0,0.9496749118095648,3.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7626.nii.gz
5,0.9642118986904922,0.9308968672950341,0.9898749724435486,0.939845858282314,2.048397386289535e-05,0.06015414171768593,-0.05185114174511571,2.3760790824890137,0.17044522265200238,0.0,0.31652099400515255,0.78125,/Users/jianghaocheng/Documents/predict/predictTs/amos_7626.nii.gz
6,0.912675756490773,0.8393777311036551,0.9019748481805575,0.9236336215760971,0.00016318421729374753,0.07636637842390293,0.023727731059909617,8.174518585205078,0.6352738970325855,0.0,1.2322234802849947,3.6640207767486572,/Users/jianghaocheng/Documents/predict/predictTs/amos_7626.nii.gz
7,0.8373823084970359,0.7202559488102379,0.959254327563249,0.7429867986798679,2.4320569135652694e-06,0.257013201320132,-0.25409740788097174,6.441518783569336,0.3809279176739324,0.0,1.0171378171169052,3.0,/Users/jianghaocheng/Documents/predict/predictTs/amos_7626.nii.gz
8,0.7839516535168709,0.6446714522363335,0.9169448262320833,0.6846503445242633,6.7241329401458855e-06,0.3153496554757367,-0.29007889877455095,14.535861015319824,1.0368652622953092,0.0,2.4571607148604886,6.582082986831665,/Users/jianghaocheng/Documents/predict/predictTs/amos_7626.nii.gz
4,0.9138610457274338,0.8413850199668842,0.9376933514246947,0.8912101516558341,0.00011987335192414481,0.1087898483441659,-0.050831768532966594,8.269590377807617,0.49871669725780554,0.0,0.907838529646504,2.4956164360046387,/Users/jianghaocheng/Documents/predict/predictTs/amos_7671.nii.gz
5,0.9881374446637665,0.9765530303030303,0.987021439509954,0.989255976363148,3.542283104908319e-05,0.010744023636852002,0.0022613594986680974,2.2321319580078125,0.07476109546510845,0.0,0.2800267964547561,1.116058349609375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7671.nii.gz
6,0.9276800167093102,0.8651149201402415,0.9091188210009211,0.9470149253731344,9.262755586338687e-05,0.05298507462686567,0.040833376847162026,3.3898732662200928,0.2689924964062769,0.0,0.5368311052407192,1.1160736083984375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7671.nii.gz
7,0.810671256454389,0.6816208393632417,0.7942664418212478,0.827768014059754,1.2714172581970198e-05,0.17223198594024605,0.04130808950086059,5.0192694664001465,0.38646090974902164,0.0,0.8694993476063991,2.4956164360046387,/Users/jianghaocheng/Documents/predict/predictTs/amos_7671.nii.gz
8,0.8809963099630996,0.7873042044517725,0.9906639004149378,0.7931893687707641,9.379928370698105e-07,0.20681063122923588,-0.22140221402214022,3.3898732662200928,0.23207964664921676,0.0,0.5520522599555631,1.1160736083984375,/Users/jianghaocheng/Documents/predict/predictTs/amos_7671.nii.gz
